fold,group_type,train_len,val_len,train_perc,val_perc,train_active_perc,train_inactive_perc,val_active_perc,val_inactive_perc,test_active_perc,test_inactive_perc,num_leaking_uniprot,num_leaking_smiles,disabled_embeddings,val_loss,val_acc,val_f1_score,val_hp_metric,val_opt_score,val_precision,val_recall,val_roc_auc,test_loss,test_acc,test_f1_score,test_hp_metric,test_opt_score,test_precision,test_recall,test_roc_auc,hparam_hidden_dim,hparam_batch_size,hparam_learning_rate,hparam_max_epochs,hparam_join_embeddings,hparam_smote_k_neighbors,train_unique_groups,val_unique_groups
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,,0.3215236961841583,0.869767427444458,0.7543859481811523,0.869767427444458,1.6241533756256104,0.7413793206214905,0.7678571343421936,0.9350852966308594,0.6496391296386719,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,768,16,2.781093697926551e-05,50,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi,0.34312182664871216,0.8604651093482971,0.7457627058029175,0.8604651093482971,1.6062278747558594,0.7096773982048035,0.7857142686843872,0.9294699430465698,0.54774010181427,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.25,768,16,2.781093697926551e-05,50,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled cell,0.3830401301383972,0.8558139801025391,0.7519999742507935,0.8558139801025391,1.6078139543533325,0.6811594367027283,0.8392857313156128,0.9279537200927734,0.7600851655006409,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.25,768,16,2.781093697926551e-05,50,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled smiles,0.40666237473487854,0.8139534592628479,0.6875,0.8139534592628479,1.5014533996582031,0.6111111044883728,0.7857142686843872,0.8716868758201599,0.7942937016487122,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,768,16,2.781093697926551e-05,50,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled e3 cell,0.3754737675189972,0.8604651093482971,0.7580645084381104,0.8604651093482971,1.6185295581817627,0.6911764740943909,0.8392857313156128,0.9270552396774292,0.7538632154464722,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.25,768,16,2.781093697926551e-05,50,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi e3 cell,0.3683232069015503,0.8651162981987,0.7387387156486511,0.8651162981987,1.603855013847351,0.7454545497894287,0.7321428656578064,0.9257075786590576,0.5480526685714722,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.3333333134651184,768,16,2.781093697926551e-05,50,sum,5,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,,0.4407578110694885,0.7860465049743652,0.6461538672447205,0.7860465049743652,1.4322004318237305,0.5675675868988037,0.75,0.8833109140396118,0.5970959067344666,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.08333331346511841,512,16,1.6177935575466194e-05,20,sum,9,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled poi,0.6153343915939331,0.800000011920929,0.582524299621582,0.800000011920929,1.3825242519378662,0.6382978558540344,0.5357142686843872,0.8697776794433594,0.6256650686264038,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,512,16,1.6177935575466194e-05,20,sum,9,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled cell,0.6096048951148987,0.7906976938247681,0.6153846383094788,0.7906976938247681,1.4060823917388916,0.5901639461517334,0.6428571343421936,0.8590520620346069,0.8205982446670532,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.08333331346511841,512,16,1.6177935575466194e-05,20,sum,9,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled smiles,0.5204208493232727,0.7302325367927551,0.5857142806053162,0.7302325367927551,1.3159468173980713,0.488095223903656,0.7321428656578064,0.814633846282959,0.8534724116325378,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,512,16,1.6177935575466194e-05,20,sum,9,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled e3 cell,0.6006250381469727,0.7906976938247681,0.6341463327407837,0.7906976938247681,1.4248440265655518,0.5820895433425903,0.6964285969734192,0.8601751923561096,0.8066063523292542,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.08333331346511841,512,16,1.6177935575466194e-05,20,sum,9,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled poi e3 cell,0.5854597091674805,0.8093023300170898,0.6771653294563293,0.8093023300170898,1.4864675998687744,0.6056337952613831,0.7678571343421936,0.8665206432342529,0.8228020071983337,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.08333331346511841,512,16,1.6177935575466194e-05,20,sum,9,,
2,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,50,93,,0.4388067126274109,0.7860465049743652,0.6229507923126221,0.7860465049743652,1.4089972972869873,0.5757575631141663,0.6785714030265808,0.8522012233734131,0.551670491695404,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.1666666865348816,256,8,1.7158490206515714e-05,10,sum,11,,
2,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,50,93,disabled poi,0.56281578540802,0.8465116024017334,0.6666666865348816,0.8465116024017334,1.5131783485412598,0.7674418687820435,0.5892857313156128,0.8510220050811768,0.410960853099823,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.5,256,8,1.7158490206515714e-05,10,sum,11,,
2,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,50,93,disabled cell,0.5622830390930176,0.8139534592628479,0.6296296119689941,0.8139534592628479,1.4435830116271973,0.6538461446762085,0.6071428656578064,0.8590520620346069,0.7029720544815063,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.1666666865348816,256,8,1.7158490206515714e-05,10,sum,11,,
2,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,50,93,disabled smiles,0.5718172192573547,0.734883725643158,0.5128205418586731,0.734883725643158,1.247704267501831,0.49180328845977783,0.5357142686843872,0.77060866355896,0.8363494873046875,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.0,256,8,1.7158490206515714e-05,10,sum,11,,
2,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,50,93,disabled e3 cell,0.5242400765419006,0.8465116024017334,0.6666666865348816,0.8465116024017334,1.5131783485412598,0.7674418687820435,0.5892857313156128,0.8693845272064209,0.8385428786277771,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.08333331346511841,256,8,1.7158490206515714e-05,10,sum,11,,
2,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,50,93,disabled poi e3 cell,0.5866519808769226,0.8139534592628479,0.6078431606292725,0.8139534592628479,1.4217965602874756,0.6739130616188049,0.5535714030265808,0.8359726071357727,0.5615621209144592,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.3333333134651184,256,8,1.7158490206515714e-05,10,sum,11,,
3,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,48,102,,0.41679617762565613,0.7906976938247681,0.6153846383094788,0.7906976938247681,1.4060823917388916,0.5901639461517334,0.6428571343421936,0.8757861852645874,0.5150686502456665,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.1666666865348816,256,8,1.5482898046444993e-05,50,sum,13,,
3,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,48,102,disabled poi,0.5474916100502014,0.8139534592628479,0.6551724076271057,0.8139534592628479,1.4691258668899536,0.6333333253860474,0.6785714030265808,0.8779761791229248,0.6814877986907959,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.1666666865348816,256,8,1.5482898046444993e-05,50,sum,13,,
3,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,48,102,disabled cell,0.5516588687896729,0.804651141166687,0.6315789222717285,0.804651141166687,1.4362300634384155,0.6206896305084229,0.6428571343421936,0.8759546279907227,0.6311317086219788,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,256,8,1.5482898046444993e-05,50,sum,13,,
3,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,48,102,disabled smiles,0.49910083413124084,0.7674418687820435,0.6478873491287231,0.7674418687820435,1.4153292179107666,0.5348837375640869,0.8214285969734192,0.8485512137413025,0.9047145843505859,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,256,8,1.5482898046444993e-05,50,sum,13,,
3,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,48,102,disabled e3 cell,0.5144546031951904,0.8093023300170898,0.6371681690216064,0.8093023300170898,1.4464704990386963,0.6315789222717285,0.6428571343421936,0.8820192813873291,0.832341730594635,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.08333331346511841,256,8,1.5482898046444993e-05,50,sum,13,,
3,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,48,102,disabled poi e3 cell,0.5560487508773804,0.800000011920929,0.6386554837226868,0.800000011920929,1.4386554956436157,0.60317462682724,0.6785714030265808,0.8801661729812622,0.7163054943084717,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.25,256,8,1.5482898046444993e-05,50,sum,13,,
4,random,860,214,0.8007448789571695,0.19925512104283055,0.26046511627906976,0.7395348837209302,0.2570093457943925,0.7429906542056075,0.07692307692307693,0.9230769230769231,43,108,,0.35483697056770325,0.8457943797111511,0.6972476840019226,0.8457943797111511,1.5430420637130737,0.7037037014961243,0.6909090876579285,0.9104059934616089,0.5907447338104248,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,512,32,3.4552077968195374e-05,10,concat,3,,
4,random,860,214,0.8007448789571695,0.19925512104283055,0.26046511627906976,0.7395348837209302,0.2570093457943925,0.7429906542056075,0.07692307692307693,0.9230769230769231,43,108,disabled poi,0.5032557249069214,0.8177570104598999,0.7022900581359863,0.8177570104598999,1.5200470685958862,0.6052631735801697,0.8363636136054993,0.9181245565414429,0.546604573726654,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.1666666865348816,512,32,3.4552077968195374e-05,10,concat,3,,
4,random,860,214,0.8007448789571695,0.19925512104283055,0.26046511627906976,0.7395348837209302,0.2570093457943925,0.7429906542056075,0.07692307692307693,0.9230769230769231,43,108,disabled cell,0.4198215901851654,0.84112149477005,0.7017543911933899,0.84112149477005,1.54287588596344,0.6779661178588867,0.7272727489471436,0.9177243709564209,0.6960287690162659,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,512,32,3.4552077968195374e-05,10,concat,3,,
4,random,860,214,0.8007448789571695,0.19925512104283055,0.26046511627906976,0.7395348837209302,0.2570093457943925,0.7429906542056075,0.07692307692307693,0.9230769230769231,43,108,disabled smiles,0.48938748240470886,0.7196261882781982,0.625,0.7196261882781982,1.3446261882781982,0.4761904776096344,0.9090909361839294,0.8762721419334412,1.0626423358917236,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,512,32,3.4552077968195374e-05,10,concat,3,,
4,random,860,214,0.8007448789571695,0.19925512104283055,0.26046511627906976,0.7395348837209302,0.2570093457943925,0.7429906542056075,0.07692307692307693,0.9230769230769231,43,108,disabled e3 cell,0.3929388225078583,0.822429895401001,0.6607142686843872,0.822429895401001,1.4831441640853882,0.6491228342056274,0.6727272868156433,0.9187535643577576,0.8007612824440002,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,512,32,3.4552077968195374e-05,10,concat,3,,
4,random,860,214,0.8007448789571695,0.19925512104283055,0.26046511627906976,0.7395348837209302,0.2570093457943925,0.7429906542056075,0.07692307692307693,0.9230769230769231,43,108,disabled poi e3 cell,0.4956589341163635,0.84112149477005,0.725806474685669,0.84112149477005,1.5669279098510742,0.6521739363670349,0.8181818127632141,0.903030276298523,0.8746379017829895,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.08333331346511841,512,32,3.4552077968195374e-05,10,concat,3,,
0,uniprot,893,181,0.8314711359404097,0.1685288640595903,0.28331466965285557,0.7166853303471444,0.143646408839779,0.856353591160221,0.07692307692307693,0.9230769230769231,0,20,,0.47579964995384216,0.7679557800292969,0.27586206793785095,0.7679557800292969,1.0438178777694702,0.25,0.3076923191547394,0.6622828841209412,0.5771664381027222,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.08333331346511841,256,8,1.6639450307074626e-05,10,sum,9,55.0,10.0
0,uniprot,893,181,0.8314711359404097,0.1685288640595903,0.28331466965285557,0.7166853303471444,0.143646408839779,0.856353591160221,0.07692307692307693,0.9230769230769231,0,20,disabled poi,0.9085192680358887,0.6740331649780273,0.28915661573410034,0.6740331649780273,0.9631897807121277,0.21052631735801697,0.4615384638309479,0.6558312773704529,0.8443636298179626,0.5384615659713745,0.0,0.5384615659713745,0.5384615659713745,0.0,0.0,0.25,256,8,1.6639450307074626e-05,10,sum,9,55.0,10.0
0,uniprot,893,181,0.8314711359404097,0.1685288640595903,0.28331466965285557,0.7166853303471444,0.143646408839779,0.856353591160221,0.07692307692307693,0.9230769230769231,0,20,disabled cell,0.6080957651138306,0.8066298365592957,0.3137255012989044,0.8066298365592957,1.1203553676605225,0.3199999928474426,0.3076923191547394,0.6910669803619385,0.8531198501586914,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.08333331346511841,256,8,1.6639450307074626e-05,10,sum,9,55.0,10.0
0,uniprot,893,181,0.8314711359404097,0.1685288640595903,0.28331466965285557,0.7166853303471444,0.143646408839779,0.856353591160221,0.07692307692307693,0.9230769230769231,0,20,disabled smiles,0.4529878795146942,0.8453038930892944,0.06666667014360428,0.8453038930892944,0.9119705557823181,0.25,0.03846153989434242,0.6786600947380066,1.009590983390808,0.6153846383094788,0.0,0.6153846383094788,0.6153846383094788,0.0,0.0,0.0,256,8,1.6639450307074626e-05,10,sum,9,55.0,10.0
0,uniprot,893,181,0.8314711359404097,0.1685288640595903,0.28331466965285557,0.7166853303471444,0.143646408839779,0.856353591160221,0.07692307692307693,0.9230769230769231,0,20,disabled e3 cell,0.6395640969276428,0.7790055274963379,0.25925925374031067,0.7790055274963379,1.0382647514343262,0.25,0.26923078298568726,0.622084379196167,0.9077745676040649,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.1666666865348816,256,8,1.6639450307074626e-05,10,sum,9,55.0,10.0
0,uniprot,893,181,0.8314711359404097,0.1685288640595903,0.28331466965285557,0.7166853303471444,0.143646408839779,0.856353591160221,0.07692307692307693,0.9230769230769231,0,20,disabled poi e3 cell,0.5683144330978394,0.8232043981552124,0.27272728085517883,0.8232043981552124,1.0959316492080688,0.3333333432674408,0.23076923191547394,0.6779155731201172,0.653068482875824,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.25,256,8,1.6639450307074626e-05,10,sum,9,55.0,10.0
1,uniprot,876,198,0.8156424581005587,0.18435754189944134,0.2522831050228311,0.747716894977169,0.29292929292929293,0.7070707070707071,0.07692307692307693,0.9230769230769231,0,14,,0.7123596668243408,0.5909090638160706,0.22857142984867096,0.5909090638160706,0.8194804787635803,0.25531914830207825,0.2068965584039688,0.5226600766181946,0.5302007794380188,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.08333331346511841,256,32,2.2606260884759498e-05,20,sum,15,56.0,9.0
1,uniprot,876,198,0.8156424581005587,0.18435754189944134,0.2522831050228311,0.747716894977169,0.29292929292929293,0.7070707070707071,0.07692307692307693,0.9230769230769231,0,14,disabled poi,1.2865607738494873,0.631313145160675,0.291262149810791,0.631313145160675,0.9225752949714661,0.3333333432674408,0.2586206793785095,0.5033251047134399,0.6069334745407104,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,256,32,2.2606260884759498e-05,20,sum,15,56.0,9.0
1,uniprot,876,198,0.8156424581005587,0.18435754189944134,0.2522831050228311,0.747716894977169,0.29292929292929293,0.7070707070707071,0.07692307692307693,0.9230769230769231,0,14,disabled cell,1.2270426750183105,0.5858585834503174,0.24074074625968933,0.5858585834503174,0.8265993595123291,0.25999999046325684,0.22413793206214905,0.5054187774658203,0.7290331125259399,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,256,32,2.2606260884759498e-05,20,sum,15,56.0,9.0
1,uniprot,876,198,0.8156424581005587,0.18435754189944134,0.2522831050228311,0.747716894977169,0.29292929292929293,0.7070707070707071,0.07692307692307693,0.9230769230769231,0,14,disabled smiles,1.16005277633667,0.5151515007019043,0.49473685026168823,0.5151515007019043,1.0098884105682373,0.35606059432029724,0.8103448152542114,0.689100980758667,0.8078880310058594,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.08333331346511841,256,32,2.2606260884759498e-05,20,sum,15,56.0,9.0
1,uniprot,876,198,0.8156424581005587,0.18435754189944134,0.2522831050228311,0.747716894977169,0.29292929292929293,0.7070707070707071,0.07692307692307693,0.9230769230769231,0,14,disabled e3 cell,1.066915512084961,0.6212121248245239,0.3243243098258972,0.6212121248245239,0.9455364346504211,0.3396226465702057,0.3103448152542114,0.5850985050201416,0.8120582103729248,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.08333331346511841,256,32,2.2606260884759498e-05,20,sum,15,56.0,9.0
1,uniprot,876,198,0.8156424581005587,0.18435754189944134,0.2522831050228311,0.747716894977169,0.29292929292929293,0.7070707070707071,0.07692307692307693,0.9230769230769231,0,14,disabled poi e3 cell,1.1476876735687256,0.5707070827484131,0.24778760969638824,0.5707070827484131,0.8184946775436401,0.2545454502105713,0.24137930572032928,0.504802942276001,0.4227628707885742,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.4166666865348816,256,32,2.2606260884759498e-05,20,sum,15,56.0,9.0
2,uniprot,1015,59,0.9450651769087524,0.05493482309124767,0.24433497536945814,0.7556650246305419,0.5254237288135594,0.4745762711864407,0.07692307692307693,0.9230769230769231,0,11,,0.6865949034690857,0.5762711763381958,0.4444444477558136,0.5762711763381958,1.020715594291687,0.7142857313156128,0.32258063554763794,0.6152073740959167,0.6092116832733154,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.0,256,32,1.0340818456119602e-05,50,sum,6,56.0,9.0
2,uniprot,1015,59,0.9450651769087524,0.05493482309124767,0.24433497536945814,0.7556650246305419,0.5254237288135594,0.4745762711864407,0.07692307692307693,0.9230769230769231,0,11,disabled poi,2.446431875228882,0.5593220591545105,0.2777777910232544,0.5593220591545105,0.8370998501777649,1.0,0.16129031777381897,0.6543779373168945,0.6524797081947327,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.1666666865348816,256,32,1.0340818456119602e-05,50,sum,6,56.0,9.0
